"idx";"Player";"side_swing_plane_p2";"side_swing_plane_p3";"side_swing_plane_p4";"side_swing_plane_p5";"side_swing_plane_p6";"side_err_msg";"side_update_at";"clubhead_face_sweet_spot";"clubhead_err_msg";"clubhead_update_at";"front_is_head_lifted";"front_is_head_rotated";"front_is_knee_straightened";"front_err_msg";"front_update_at"
"120610";"Test-Celery";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, 未偵測到 P7 擊球瞬間, IEEE 未偵測到 P1, IEEE 未偵測到 P2, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5, IEEE 未偵測到 P6";"2023-02-06 12:06:30";1;"";"2023-02-06 12:06:22";0;0;0;"";""
"120611";"Rex";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-15 12:07:08";1;"";"2023-02-15 12:06:33";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-15 12:06:32"
"120630";"louisju";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2022-10-28 12:07:22";1;"";"2022-10-28 12:06:46";0;0;0;"IEEE 未偵測到 p1 p4";"2022-10-28 12:06:41"
"120639";"Test-Celery";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2022-11-09 12:06:59";1;"";"2022-11-09 12:06:25";0;0;0;"";""
"120642";"Test-Celery";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-01-11 12:07:42";1;"";"2023-01-11 12:07:10";0;0;0;"";""
"120643";"Rita";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-14 12:07:33";1;"";"2023-02-14 12:07:05";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-14 12:07:02"
"120647";"jeff";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-13 12:07:41";1;"";"2023-02-13 12:07:09";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-13 12:07:07"
"120700";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-02-13 12:08:00";1;"";"2023-02-13 12:07:21";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-13 12:07:18"
"120712";"Test-Celery";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2022-11-09 12:07:33";1;"";"2022-11-09 12:07:00";0;0;0;"";""
"120718";"ElisaYen";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-13 12:07:57";1;"";"2023-02-13 12:07:40";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-13 12:07:32"
"120722";"Afa";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-01-06 12:07:14";1;"";"2023-01-06 12:06:45";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-06 12:06:44"
"120727";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2022-11-09 12:08:12";0;"";"";0;0;0;"IEEE 未偵測到 p1 p4";"2022-11-09 12:07:42"
"120730";"Paul";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-01-10 12:08:32";1;"";"2023-01-10 12:07:58";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-10 12:07:54"
"120732";"jh";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-02-06 12:08:20";0;"";"";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-06 12:07:50"
"120733";"Rex";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-13 12:08:27";1;"";"2023-02-13 12:07:54";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-13 12:07:51"
"120738";"hch";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-01-13 12:07:22";1;"";"2023-01-13 12:06:55";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-13 12:06:53"
"120739";"Rita";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-14 12:08:29";1;"";"2023-02-14 12:08:00";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-14 12:07:59"
"120743";"Player0";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-15 12:08:37";1;"";"2023-02-15 12:08:05";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-15 12:08:04"
"120751";"ElisaYen";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-13 12:08:47";1;"";"2023-02-13 12:08:13";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-13 12:08:12"
"120800";"jh";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-06 12:08:51";1;"";"2023-02-06 12:08:22";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-06 12:08:18"
"120805";"Rex";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-20 12:09:01";1;"";"2023-02-20 12:08:27";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-20 12:08:25"
"120812";"Rex";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-13 12:09:03";1;"";"2023-02-13 12:08:34";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-13 12:08:32"
"120816";"hch";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-01-13 12:08:01";1;"";"2023-01-13 12:07:31";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-13 12:07:28"
"120824";"Paul";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-01-06 12:08:17";1;"";"2023-01-06 12:07:51";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-06 12:07:45"
"120825";"Rex";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-15 12:09:18";1;"";"2023-02-15 12:08:47";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-15 12:08:44"
"120827";"Test-Celery";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, 未偵測到 P7 擊球瞬間, IEEE 未偵測到 P4, IEEE 未偵測到 P5, IEEE 未偵測到 P6";"2023-02-06 12:09:00";1;"";"2023-02-06 12:08:43";0;0;0;"";""
"120846";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-01-10 12:09:47";1;"";"2023-01-10 12:09:13";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-10 12:09:08"
"120907";"louisju";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2022-10-28 12:09:53";1;"";"2022-10-28 12:09:22";0;0;0;"IEEE 未偵測到 p1 p4";"2022-10-28 12:09:19"
"120910";"ElisaYen";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-13 12:10:05";1;"";"2023-02-13 12:09:32";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-13 12:09:31"
"120914";"Rex";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-15 12:10:08";1;"";"2023-02-15 12:09:36";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-15 12:09:35"
"120915";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, 未偵測到 P7 擊球瞬間, IEEE 未偵測到 P6";"2023-01-10 12:10:17";1;"";"2023-01-10 12:09:41";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-10 12:09:38"
"120916";"Rita";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-14 12:10:07";1;"";"2023-02-14 12:09:38";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-14 12:09:35"
"120917";"jeff";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-06 12:10:08";1;"";"2023-02-06 12:09:39";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-06 12:09:37"
"120925";"Test-Celery";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-01-11 12:10:24";1;"";"2023-01-11 12:09:51";0;0;0;"";""
"120930";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-01-13 12:09:19";1;"";"2023-02-15 12:09:47";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-15 12:09:46"
"120934";"Player0";0;0;0;0;0;"";"";1;"";"2023-01-10 12:08:50";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-10 12:08:49"
"120938";"Rex";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-20 12:10:34";1;"";"2023-02-20 12:10:00";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-20 12:09:58"
"120943";"Test-Celery";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, 未偵測到 P7 擊球瞬間, IEEE 未偵測到 P1, IEEE 未偵測到 P2, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5, IEEE 未偵測到 P6";"2023-02-06 12:10:05";1;"";"2023-02-06 12:09:55";0;0;0;"";""
"121007";"Player0";0;0;0;0;0;"Traceback (most recent call last):
  File ""/mnt/trainData/celery_tasks.py"", line 46, in side
    celery=True
  File ""/mnt/trainData/johnny/detect_to_json_V2.py"", line 813, in detect
    assert shotdata.shotVideo_side != None and shotdata.shotVideo_side != '', ""沒有side影片!!!""
AssertionError: 沒有side影片!!!
";"2023-02-20 12:10:26";1;"";"2023-02-20 12:10:28";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-20 12:10:27"
"121009";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-01-06 12:10:06";1;"";"2023-01-06 12:09:32";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-06 12:09:29"
"121010";"jeff";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-06 12:10:59";1;"";"2023-02-06 12:10:30";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-06 12:10:29"
"121011";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-01-10 12:11:12";0;"";"";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-10 12:10:34"
"121021";"Rex";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-13 12:11:12";1;"";"2023-02-13 12:10:40";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-13 12:10:39"
"121023";"Rita";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-02-14 12:11:13";1;"";"2023-02-14 12:10:44";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-14 12:10:41"
"121038";"Rex";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-20 12:11:35";1;"";"2023-02-20 12:11:00";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-20 12:10:57"
"121044";"Test-Celery";0;0;0;0;0;"";"";1;"";"2023-01-10 12:09:58";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-10 12:10:01"
"121045";"lbs";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-01-13 12:10:30";1;"";"2023-01-13 12:10:01";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-13 12:10:00"
"121046";"Test-Celery";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2022-11-09 12:11:04";1;"";"2022-11-09 12:10:32";0;0;0;"";""
"121052";"jh";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-06 12:11:42";1;"";"2023-02-06 12:11:14";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-06 12:11:12"
"121100";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-01-10 12:12:00";1;"";"2023-01-10 12:11:27";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-10 12:11:23"
"121103";"Rex";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-13 12:11:55";1;"";"2023-02-13 12:11:25";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-13 12:11:22"
"121110";"Rex";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-20 12:12:07";1;"";"2023-02-20 12:11:32";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-20 12:11:30"
"121114";"Paul";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-02-15 12:12:08";1;"";"2023-02-15 12:11:36";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-15 12:11:34"
"121115";"Player0";0;0;0;0;0;"";"";1;"";"2023-01-10 12:10:31";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-10 12:10:30"
"121125";"Rita";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-14 12:12:16";1;"";"2023-02-14 12:11:47";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-14 12:11:44"
"121130";"lbs";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-01-13 12:11:15";1;"";"2023-01-13 12:10:46";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-13 12:10:45"
"121131";"Player0";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-06 12:12:20";1;"";"2023-02-06 12:11:51";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-06 12:11:49"
"121139";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-01-10 12:12:41";1;"";"2023-01-10 12:12:07";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-10 12:12:04"
"121142";"Rex";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-20 12:12:39";1;"";"2023-02-20 12:12:05";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-20 12:12:02"
"121144";"eunice";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-02-20 12:12:36";1;"";"2023-02-20 12:12:08";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-20 12:12:03"
"121150";"Test-Celery";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-02-15 12:12:46";1;"";"2023-02-15 12:12:11";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-15 12:12:09"
"121156";"Afa";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-01-06 12:11:48";1;"";"2023-01-06 12:11:18";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-06 12:11:15"
"121207";"jh";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-06 12:12:55";1;"";"2023-02-06 12:12:28";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-06 12:12:27"
"121213";"lbs";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-01-13 12:11:59";1;"";"2023-01-13 12:11:29";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-13 12:11:26"
"121219";"Test-Celery";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2022-11-09 12:12:39";1;"";"2022-11-09 12:12:05";0;0;0;"";""
"121227";"Rex";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-20 12:13:23";1;"";"2023-02-20 12:12:50";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-20 12:12:47"
"121231";"eunice";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-02-20 12:13:24";1;"";"2023-02-20 12:12:53";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-20 12:12:50"
"121251";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-01-10 12:13:54";1;"";"2023-01-10 12:13:20";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-10 12:13:15"
"121254";"Rita";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-02-14 12:13:46";1;"";"2023-02-14 12:13:16";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-14 12:13:13"
"121257";"Rex";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-20 12:13:53";1;"";"2023-02-20 12:13:19";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-20 12:13:17"
"121258";"jeff";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-06 12:13:48";1;"";"2023-02-06 12:13:20";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-06 12:13:17"
"121259";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2022-12-02 12:13:51";1;"";"2022-12-02 12:13:15";0;0;0;"IEEE 未偵測到 p1 p4";"2022-12-02 12:13:11"
"121303";"Test-Celery";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2022-11-09 12:13:23";1;"";"2022-11-09 12:12:49";0;0;0;"";""
"121318";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-01-10 12:14:08";1;"";"2023-01-10 12:13:44";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-10 12:13:41"
"121322";"hch";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-01-13 12:13:06";1;"";"2023-01-13 12:12:38";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-13 12:12:36"
"121329";"Rex";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-20 12:14:30";1;"";"2023-02-20 12:13:52";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-20 12:13:50"
"121335";"Test-Celery";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2022-11-09 12:13:54";1;"";"2022-11-09 12:13:22";0;0;0;"";""
"121337";"eunice";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-20 12:14:33";1;"";"2023-02-20 12:13:57";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-20 12:13:55"
"121340";"Paul";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-01-06 12:13:32";1;"";"2023-01-06 12:13:03";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-06 12:13:01"
"121343";"jeff";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-06 12:14:35";1;"";"2023-02-06 12:14:05";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-06 12:14:02"
"121347";"Guest.1";0;0;0;0;0;"";"";1;"";"2023-01-10 12:13:04";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-10 12:13:03"
"121357";"Test-Celery";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, 未偵測到 P7 擊球瞬間, IEEE 未偵測到 P4, IEEE 未偵測到 P5, IEEE 未偵測到 P6";"2023-02-20 12:14:33";1;"";"2023-02-20 12:14:11";0;0;0;"";""
"121413";"eunice";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-02-20 12:15:05";1;"";"2023-02-20 12:14:34";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-20 12:14:32"
"121417";"hch";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-06 12:15:06";1;"";"2023-02-06 12:14:38";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-06 12:14:35"
"121422";"Test-Celery";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2022-11-09 12:14:41";1;"";"2022-11-09 12:14:09";0;0;0;"";""
"121423";"Guest.1";0;0;0;0;0;"";"";1;"";"2023-01-10 12:13:40";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-10 12:13:39"
"121426";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-01-10 12:15:28";1;"";"2023-01-10 12:14:54";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-10 12:14:50"
"121427";"Rex";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-20 12:15:26";1;"";"2023-02-20 12:14:50";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-20 12:14:48"
"121435";"Guest.1";0;0;0;0;0;"";"";1;"";"2023-02-15 12:14:53";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-15 12:14:52"
"121443";"Test-Celery";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, 未偵測到 P7 擊球瞬間, IEEE 未偵測到 P1, IEEE 未偵測到 P2, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5, IEEE 未偵測到 P6";"2023-02-06 12:14:58";1;"";"2023-02-06 12:14:53";0;0;0;"";""
"121448";"Paul";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, 未偵測到 P7 擊球瞬間, IEEE 未偵測到 P1, IEEE 未偵測到 P2, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5, IEEE 未偵測到 P6";"2022-12-02 12:15:36";0;"";"";0;0;0;"IEEE 未偵測到 p1 p4";"2022-12-02 12:14:59"
"121449";"Paul";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, 未偵測到 P7 擊球瞬間, IEEE 未偵測到 P1, IEEE 未偵測到 P2, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5, IEEE 未偵測到 P6";"2023-01-06 12:14:43";1;"";"2023-01-06 12:14:11";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-06 12:14:09"
"121453";"Rita";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-14 12:15:43";1;"";"2023-02-14 12:15:14";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-14 12:15:11"
"121500";"eunice";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-02-20 12:15:51";1;"";"2023-02-20 12:15:21";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-20 12:15:18"
"121502";"Rex";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-20 12:16:01";1;"";"2023-02-20 12:15:24";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-20 12:15:22"
"121509";"Test-Celery";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2022-11-09 12:15:28";1;"";"2022-11-09 12:14:55";0;0;0;"";""
"121511";"hch";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-01-13 12:14:56";1;"";"2023-02-15 12:15:28";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-15 12:15:27"
"121520";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-01-10 12:16:21";1;"";"2023-01-10 12:15:47";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-10 12:15:43"
"121532";"jh";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-06 12:16:22";1;"";"2023-02-06 12:15:53";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-06 12:15:52"
"121533";"Rex";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-20 12:16:34";1;"";"2023-02-20 12:15:56";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-20 12:15:54"
"121537";"eunice";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-02-20 12:16:32";1;"";"2023-02-20 12:15:58";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-20 12:15:58"
"121543";"Rita";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-14 12:16:35";1;"";"2023-02-14 12:16:04";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-14 12:16:01"
"121546";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, 未偵測到 P7 擊球瞬間, IEEE 未偵測到 P1, IEEE 未偵測到 P2, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5, IEEE 未偵測到 P6";"2022-12-02 12:16:35";1;"";"2022-12-02 12:16:02";0;0;0;"IEEE 未偵測到 p1 p4";"2022-12-02 12:15:58"
"121547";"Test-Celery";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2022-11-09 12:16:06";1;"";"2022-11-09 12:15:33";0;0;0;"";""
"121555";"Guest.1";0;0;0;0;0;"";"";1;"";"2023-01-10 12:15:11";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-10 12:15:10"
"121602";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-01-10 12:17:03";1;"";"2023-01-10 12:16:29";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-10 12:16:25"
