"idx";"Player";"side_swing_plane_p2";"side_swing_plane_p3";"side_swing_plane_p4";"side_swing_plane_p5";"side_swing_plane_p6";"side_err_msg";"side_update_at";"clubhead_face_sweet_spot";"clubhead_err_msg";"clubhead_update_at";"front_is_head_lifted";"front_is_head_rotated";"front_is_knee_straightened";"front_err_msg";"front_update_at"
"084817";"Test-Celery";0;1;1;2;1;"";"2022-09-01 16:17:16";1;"";"2022-09-01 16:16:40";0;1;0;"";"2022-09-01 16:16:52"
"085040";"Test-Celery";1;1;2;1;2;"";"2022-09-01 16:13:39";1;"";"2022-09-01 16:13:05";0;0;0;"Traceback (most recent call last):
  File ""/mnt/trainData/celery_tasks.py"", line 67, in front
    front_detect.front_pose_detect(idx)
  File ""/mnt/trainData/brian/golf_pose_detect/src/pose/pose.py"", line 55, in front_pose_detect
    left_hip_y = results.pose_landmarks.landmark[mp_pose.PoseLandmark.LEFT_HIP].y * image_height
AttributeError: 'NoneType' object has no attribute 'landmark'
";"2022-09-01 16:13:06"
"085122";"Test-Celery";0;1;1;2;1;"";"2022-09-01 16:12:35";1;"";"2022-09-01 16:12:00";0;1;0;"";"2022-09-01 16:12:12"
"085218";"Test-Celery";1;1;2;2;1;"";"2022-09-01 16:11:23";1;"";"2022-09-01 16:10:47";0;1;0;"";"2022-09-01 16:11:01"
"085303";"Test-Celery";1;1;1;2;2;"";"2022-09-01 15:55:56";1;"";"2022-09-01 15:55:20";0;1;0;"";"2022-09-01 15:55:33"
"085358";"Test-Celery";1;1;1;2;1;"";"2022-09-01 15:39:45";1;"";"2022-09-01 15:39:09";0;1;0;"";"2022-09-01 15:39:22"
"085557";"Test-Celery";1;1;1;2;2;"";"2022-09-01 15:35:01";1;"";"2022-09-01 15:34:27";0;0;0;"IEEE 未偵測到 p1 p4";"2022-09-01 15:34:27"
"085640";"Test-Celery";1;1;2;2;2;"";"2022-09-01 15:33:42";1;"";"2022-09-01 15:33:06";0;1;0;"";"2022-09-01 15:33:19"
"092841";"LewisQQ";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2022-12-28 09:28:43";1;"";"2022-12-28 09:28:14";0;0;0;"IEEE 未偵測到 p1 p4";"2022-12-28 09:28:12"
"093455";"LewisQQ";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2022-12-28 09:34:57";1;"";"2022-12-28 09:34:28";0;0;0;"IEEE 未偵測到 p1 p4";"2022-12-28 09:34:27"
"093618";"LewisQQ";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2022-12-28 09:36:20";1;"";"2022-12-28 09:35:51";0;0;0;"IEEE 未偵測到 p1 p4";"2022-12-28 09:35:50"
"093749";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-02-10 09:38:43";1;"";"2023-02-10 09:38:11";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-10 09:38:10"
"093849";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-02-10 09:39:44";1;"";"2023-02-10 09:39:12";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-10 09:39:11"
"093926";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-01-06 09:39:17";1;"";"2023-01-06 09:38:49";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-06 09:38:47"
"094002";"LewisQQ";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2022-12-28 09:40:06";1;"";"2022-12-28 09:39:36";0;0;0;"IEEE 未偵測到 p1 p4";"2022-12-28 09:39:33"
"094032";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-01-06 09:40:23";1;"";"2023-01-06 09:39:54";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-06 09:39:52"
"094120";"LewisQQ";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2022-12-28 09:41:23";1;"";"2022-12-28 09:40:54";0;0;0;"IEEE 未偵測到 p1 p4";"2022-12-28 09:40:53"
"094148";"Test-Celery";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-02-10 09:42:36";1;"";"2023-02-10 09:42:06";0;0;0;"";""
"094203";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-02-03 09:42:58";1;"";"2023-02-03 09:42:26";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-03 09:42:24"
"094240";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-02-03 09:43:31";1;"";"2023-02-03 09:43:01";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-03 09:42:59"
"094241";"Test-Celery";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-10 09:43:30";1;"";"2023-02-10 09:42:59";0;0;0;"";""
"094316";"Test-Celery";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-02-03 09:44:09";1;"";"2023-02-03 09:43:39";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-03 09:43:39"
"094343";"LewisQQ";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2022-12-28 09:43:45";1;"";"2022-12-28 09:43:16";0;0;0;"IEEE 未偵測到 p1 p4";"2022-12-28 09:43:15"
"094355";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-01-06 09:43:48";1;"";"2023-01-06 09:43:18";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-06 09:43:16"
"094453";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-01-06 09:44:44";1;"";"2023-01-06 09:44:16";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-06 09:44:15"
"094521";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-01-06 09:46:20";1;"";"2023-01-06 09:45:46";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-06 09:45:43"
"094543";"Test-Celery";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-10 09:46:32";1;"";"2023-02-10 09:46:00";0;0;0;"";""
"094545";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, 未偵測到 P7 擊球瞬間, IEEE 未偵測到 P1, IEEE 未偵測到 P2, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5, IEEE 未偵測到 P6";"2023-01-06 09:46:16";1;"";"2023-01-06 09:46:06";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-06 09:46:04"
"094628";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-01-06 09:47:27";1;"";"2023-01-06 09:46:52";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-06 09:46:49"
"094705";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, 未偵測到 P7 擊球瞬間, IEEE 未偵測到 P6";"2023-01-06 09:48:04";1;"";"2023-01-06 09:47:30";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-06 09:47:27"
"094731";"small";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-10 09:48:26";1;"";"2023-02-10 09:47:53";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-10 09:47:51"
"094736";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-01-06 09:48:36";1;"";"2023-01-06 09:48:01";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-06 09:47:57"
"094808";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-01-06 09:49:08";1;"";"2023-01-06 09:48:33";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-06 09:48:29"
"094812";"small";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-10 09:49:07";1;"";"2023-02-10 09:48:34";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-10 09:48:33"
"094844";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-01-06 09:49:41";1;"";"2023-01-06 09:49:09";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-06 09:49:05"
"094854";"small";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-10 09:49:50";0;"";"";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-10 09:49:14"
"094906";"Test-Celery";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, 未偵測到 P7 擊球瞬間, IEEE 未偵測到 P1, IEEE 未偵測到 P2, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5, IEEE 未偵測到 P6";"2023-01-06 09:49:35";1;"";"2023-01-06 09:49:26";0;0;0;"";""
"094929";"small";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-10 09:50:25";1;"";"2023-02-10 09:49:52";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-10 09:49:50"
"094933";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-01-06 09:50:33";1;"";"2023-01-06 09:49:58";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-06 09:49:54"
"095003";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-01-06 09:51:04";1;"";"2023-01-06 09:50:28";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-06 09:50:25"
"095012";"small";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-02-10 09:51:06";1;"";"2023-02-10 09:50:35";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-10 09:50:34"
"095037";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-01-06 09:51:37";1;"";"2023-01-06 09:51:03";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-06 09:50:59"
"095135";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2023-01-06 09:52:34";1;"";"2023-01-06 09:52:00";0;0;0;"IEEE 未偵測到 p1 p4";"2023-01-06 09:51:56"
"095632";"LewisQQ";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2022-12-28 09:56:35";1;"";"2022-12-28 09:56:05";0;0;0;"IEEE 未偵測到 p1 p4";"2022-12-28 09:56:02"
"095731";"LewisQQ";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2022-12-28 09:57:33";1;"";"2022-12-28 09:57:03";0;0;0;"IEEE 未偵測到 p1 p4";"2022-12-28 09:57:02"
"100341";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2022-11-14 10:04:37";1;"";"2022-11-14 10:04:03";0;0;0;"IEEE 未偵測到 p1 p4";"2022-11-14 10:03:57"
"100523";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2022-11-14 10:06:18";1;"";"2022-11-14 10:05:46";0;0;0;"IEEE 未偵測到 p1 p4";"2022-11-14 10:05:40"
"100702";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2022-11-14 10:07:56";1;"";"2022-11-14 10:07:24";0;0;0;"IEEE 未偵測到 p1 p4";"2022-11-14 10:07:19"
"100719";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2022-11-22 10:08:08";1;"";"2022-11-22 10:07:33";0;0;0;"IEEE 未偵測到 p1 p4";"2022-11-22 10:07:30"
"100754";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2022-11-22 10:08:42";1;"";"2022-11-22 10:08:08";0;0;0;"IEEE 未偵測到 p1 p4";"2022-11-22 10:08:04"
"100815";"Test-Celery";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, 未偵測到 P7 擊球瞬間, IEEE 未偵測到 P1, IEEE 未偵測到 P2, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5, IEEE 未偵測到 P6";"2022-11-22 10:08:31";1;"";"2022-11-22 10:08:24";0;0;0;"";""
"100920";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2022-11-22 10:10:09";1;"";"2022-11-22 10:09:34";0;0;0;"IEEE 未偵測到 p1 p4";"2022-11-22 10:09:30"
"101010";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2022-11-22 10:11:01";1;"";"2022-11-22 10:10:24";0;0;0;"IEEE 未偵測到 p1 p4";"2022-11-22 10:10:20"
"101155";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2022-11-22 10:12:44";1;"";"2022-11-22 10:12:09";0;0;0;"IEEE 未偵測到 p1 p4";"2022-11-22 10:12:06"
"101217";"Test-Celery";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, 未偵測到 P7 擊球瞬間, IEEE 未偵測到 P1, IEEE 未偵測到 P2, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5, IEEE 未偵測到 P6";"2022-11-22 10:12:33";1;"";"2022-11-22 10:12:25";0;0;0;"";""
"101255";"Player0";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, 未偵測到 P7 擊球瞬間, IEEE 未偵測到 P6";"2022-11-14 10:13:21";1;"";"2022-11-14 10:13:10";0;0;0;"IEEE 未偵測到 p1 p4";"2022-11-14 10:13:07"
"101354";"Test-Celery";2;2;2;2;1;"";"2022-09-01 15:16:43";1;"";"2022-09-01 15:16:11";0;0;0;"";"2022-09-01 15:16:22"
"101357";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, 未偵測到 P7 擊球瞬間, IEEE 未偵測到 P6";"2022-11-14 10:14:51";1;"";"2022-11-14 10:14:16";0;0;0;"IEEE 未偵測到 p1 p4";"2022-11-14 10:14:12"
"101427";"Player0";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, 未偵測到 P7 擊球瞬間, IEEE 未偵測到 P6";"2022-11-14 10:15:18";1;"";"2022-11-14 10:14:47";0;0;0;"IEEE 未偵測到 p1 p4";"2022-11-14 10:14:44"
"101444";"Test-Celery";2;2;3;2;1;"";"2022-09-01 15:15:22";1;"";"2022-09-01 15:14:49";0;0;1;"";"2022-09-01 15:15:01"
"101507";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2022-11-22 10:15:48";1;"";"2022-11-22 10:15:16";0;0;0;"IEEE 未偵測到 p1 p4";"2022-11-22 10:15:15"
"101531";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2022-11-22 10:16:20";1;"";"2022-11-22 10:15:44";0;0;0;"IEEE 未偵測到 p1 p4";"2022-11-22 10:15:41"
"101542";"Test-Celery";2;3;3;2;1;"";"2022-09-01 15:09:38";1;"";"2022-09-01 15:09:07";0;0;0;"";"2022-09-01 15:09:19"
"101608";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2023-02-16 10:17:04";1;"";"2023-02-16 10:16:30";0;0;0;"IEEE 未偵測到 p1 p4";"2023-02-16 10:16:29"
"101631";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2022-11-22 10:17:20";1;"";"2022-11-22 10:16:45";0;0;0;"IEEE 未偵測到 p1 p4";"2022-11-22 10:16:41"
"101650";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, 未偵測到 P7 擊球瞬間, IEEE 未偵測到 P6";"2022-11-14 10:17:17";0;"";"";0;0;0;"IEEE 未偵測到 p1 p4";"2022-11-14 10:17:03"
"101706";"Carol_Lee";2;3;3;2;2;"";"2022-09-19 15:45:29";0;"";"";0;0;0;"";""
"101728";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2022-11-22 10:18:17";1;"";"2022-11-22 10:17:42";0;0;0;"IEEE 未偵測到 p1 p4";"2022-11-22 10:17:38"
"101746";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2022-11-14 10:18:41";1;"";"2022-11-14 10:18:04";0;0;0;"IEEE 未偵測到 p1 p4";"2022-11-14 10:18:02"
"101800";"Test-Celery";1;2;2;2;1;"";"2022-09-01 15:08:01";1;"";"2022-09-01 15:07:32";1;1;0;"";"2022-09-01 15:07:43"
"101809";"Guest.1";0;0;0;0;0;"";"2022-11-22 10:18:59";0;"";"";0;0;0;"IEEE 未偵測到 p1 p4";"2022-11-22 10:18:19"
"101827";"LewisQQ";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, 未偵測到 P7 擊球瞬間, IEEE 未偵測到 P6";"2022-12-28 10:18:29";1;"";"2022-12-28 10:18:00";0;0;0;"IEEE 未偵測到 p1 p4";"2022-12-28 10:17:57"
"101834";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, 未偵測到 P7 擊球瞬間, IEEE 未偵測到 P6";"2022-11-22 10:19:21";1;"";"2022-11-22 10:18:47";0;0;0;"IEEE 未偵測到 p1 p4";"2022-11-22 10:18:45"
"101843";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2022-12-09 10:19:37";1;"";"2022-12-09 10:19:01";0;0;0;"IEEE 未偵測到 p1 p4";"2022-12-09 10:18:57"
"101910";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2022-12-09 10:19:30";1;"";"2022-12-09 10:18:59";0;0;0;"IEEE 未偵測到 p1 p4";"2022-12-09 10:18:57"
"101923";"Test-Celery";1;2;2;2;1;"";"2022-09-01 15:20:01";1;"";"2022-09-01 15:19:29";1;0;1;"";"2022-09-01 15:19:40"
"101940";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2022-11-22 10:20:26";0;"";"";0;0;0;"IEEE 未偵測到 p1 p4";"2022-11-22 10:19:52"
"101941";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2022-12-09 10:20:35";1;"";"2022-12-09 10:20:00";0;0;0;"IEEE 未偵測到 p1 p4";"2022-12-09 10:19:56"
"101950";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2022-12-09 10:20:11";1;"";"2022-12-09 10:19:39";0;0;0;"IEEE 未偵測到 p1 p4";"2022-12-09 10:19:37"
"102045";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2022-12-09 10:21:04";1;"";"2022-12-09 10:20:33";0;0;0;"IEEE 未偵測到 p1 p4";"2022-12-09 10:20:32"
"102129";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2022-12-09 10:21:46";1;"";"2022-12-09 10:21:17";0;0;0;"IEEE 未偵測到 p1 p4";"2022-12-09 10:21:16"
"102148";"Guest.1";0;0;0;0;0;"";"2022-11-22 10:22:37";1;"";"2022-11-22 10:22:02";0;0;0;"IEEE 未偵測到 p1 p4";"2022-11-22 10:21:59"
"102159";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2022-12-09 10:22:47";1;"";"2022-12-09 10:22:18";0;0;0;"IEEE 未偵測到 p1 p4";"2022-12-09 10:22:14"
"102210";"Test-Celery";1;2;2;2;1;"";"2022-09-01 15:21:29";1;"";"2022-09-01 15:20:57";0;0;1;"";"2022-09-01 15:21:09"
"102253";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2022-12-09 10:23:46";1;"";"2022-12-09 10:23:11";0;0;0;"IEEE 未偵測到 p1 p4";"2022-12-09 10:23:08"
"102309";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2022-12-09 10:23:27";1;"";"2022-12-09 10:22:58";0;0;0;"IEEE 未偵測到 p1 p4";"2022-12-09 10:22:57"
"102312";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2022-11-22 10:24:00";1;"";"2022-11-22 10:23:25";0;0;0;"IEEE 未偵測到 p1 p4";"2022-11-22 10:23:21"
"102331";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, 未偵測到 P7 擊球瞬間, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5, IEEE 未偵測到 P6";"2022-12-09 10:24:24";1;"";"2022-12-09 10:23:50";0;0;0;"IEEE 未偵測到 p1 p4";"2022-12-09 10:23:46"
"102343";"Test-Celery";2;3;3;2;2;"";"2022-09-01 15:05:26";1;"";"2022-09-01 15:04:57";1;0;1;"";"2022-09-01 15:05:08"
"102345";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2022-12-09 10:24:06";1;"";"2022-12-09 10:23:34";0;0;0;"IEEE 未偵測到 p1 p4";"2022-12-09 10:23:31"
"102409";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, 未偵測到 P7 擊球瞬間, IEEE 未偵測到 P1, IEEE 未偵測到 P2, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5, IEEE 未偵測到 P6";"2022-12-09 10:25:11";1;"";"2022-12-09 10:24:29";0;0;0;"IEEE 未偵測到 p1 p4";"2022-12-09 10:24:24"
"102420";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2022-11-22 10:25:08";1;"";"2022-11-22 10:24:34";0;0;0;"IEEE 未偵測到 p1 p4";"2022-11-22 10:24:31"
"102439";"Test-Celery";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2022-12-09 10:25:04";1;"";"2022-12-09 10:24:26";0;0;0;"IEEE 未偵測到 p1 p4";"2022-12-09 10:24:28"
"102440";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, 未偵測到 P7 擊球瞬間, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5, IEEE 未偵測到 P6";"2022-12-09 10:25:37";1;"";"2022-12-09 10:25:07";0;0;0;"IEEE 未偵測到 p1 p4";"2022-12-09 10:24:55"
"102456";"Test-Celery";2;2;2;2;1;"";"2022-09-10 23:16:39";1;"";"2022-09-10 23:16:06";0;0;1;"";"2022-09-10 23:16:18"
"102502";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2022-12-09 10:25:23";1;"";"2022-12-09 10:24:45";0;0;0;"IEEE 未偵測到 p1 p4";"2022-11-22 10:25:12"
"102523";"Player0";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, 未偵測到 P7 擊球瞬間, IEEE 未偵測到 P1, IEEE 未偵測到 P2, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5, IEEE 未偵測到 P6";"2022-11-22 10:26:00";1;"";"2022-11-22 10:25:33";0;0;0;"IEEE 未偵測到 p1 p4";"2022-11-22 10:25:32"
"102527";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, 未偵測到 P7 擊球瞬間, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5, IEEE 未偵測到 P6";"2022-12-09 10:26:20";1;"";"2022-12-09 10:25:46";0;0;0;"IEEE 未偵測到 p1 p4";"2022-12-09 10:25:41"
"102536";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢, IEEE 未偵測到 P3, IEEE 未偵測到 P4, IEEE 未偵測到 P5";"2022-12-09 10:25:55";1;"";"2022-12-09 10:25:24";0;0;0;"IEEE 未偵測到 p1 p4";"2022-12-09 10:25:22"
"102541";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2022-11-14 10:26:35";1;"";"2022-11-14 10:26:01";0;0;0;"IEEE 未偵測到 p1 p4";"2022-11-14 10:25:57"
"102551";"Guest.1";0;0;0;0;0;"未偵測到球, 未偵測到 P1 準備姿勢";"2022-11-22 10:26:40";1;"";"2022-11-22 10:26:05";0;0;0;"IEEE 未偵測到 p1 p4";"2022-11-22 10:26:03"
